evaluation,label
嗯，上一波赚了2倍多，这一波小赚10个点了，什么时候,1.0
小弟们的狂舞从来不带大哥，大哥喜欢孤芳自赏。,2.0
砸你嘛,2.0
不错始终板块倒数第一,2.0
造化弄人?昨天主力那么用力拉奈,2.0
加油吧！持续看好！疫情不会马上,1.0
板块倒数第一，哈哈哈，经常这样的，然后次日板块回调,2.0
原来是板块倒数啊,2.0
15.33全部清仓，也不知道啊对不,2.0
今天就是拉高出货，百分百。北向是短线，今天要跑,2.0
即将回本,1.0
板块疯了，你倒是疯啊,2.0
中远海控看涨,1.0
又向垫底进发,2.0
今天有没有奇迹,1.0
现在只要一拉，北向就跑，大周期而已。板块涨了多少了,2.0
今天轮到北向咂盘了,2.0
绿万早点回家吧，不要出来祸害人呢,2.0
开盘30分钟，多空激战！,2.0
北向今天开始撤退,2.0
至少跌4个点今天,2.0
开盘即巅峰,1.0
自从卖了你每天都在涨。,1.0
又来高开低走,2.0
高开低走，大跌今天,2.0
补涨,1.0
竟然高开[想一下]不可思议,1.0
这只股完全被北向玩弄，随意控制,2.0
2天前我都劝了大家一次又一次，,2.0
病人膏肓了,2.0
哈哈哈，破14,2.0
对于大盘来说缩量上涨放量下跌，技术面改变并不是什么,2.0
今天反包涨停,1.0
今天北向砸盘，这货估计要跌停,2.0
底背离,2.0
中远海控05月24日获沪股通增持1333.46万股,1.0
低开如何操作,2.0
今天补个缺口就芭比Q了,2.0
【2022.5.25】大盘又是熟悉的暴跌，但这种反弹途中的,2.0
北向资金比例2.9%很久没有这么高,1.0
明天涨停,1.0
中国人为什么要顺着北向资金去走,2.0
利润比所有航运公司最低，垃圾,2.0
自己人做空自己股票，还谈毛吧。,2.0
打压吸筹正常。,1.0
海狗该涨了,1.0
满屏皆绿，是多军的敦刻尔克大撤退还是空军的诺曼底登,2.0
铁公鸡,2.0
北向看好，问题不大,1.0
这算，仙人指路？,1.0
竟然不是北向砸盘,1.0
海狗从15下来了，是15就是顶了，还是短暂回调?,2.0
本来冲高已经解套后来15买回来了，算是做了一把踢吧。,1.0
内资是最大空投。北向今天又是净,2.0
抓狂的一天,2.0
北向就是T最后剩一地鸡毛,2.0
明天补跌。,2.0
明天涨停了,1.0
"上午赚二千没卖,下午倒亏钱,希望",2.0
中远海控第一步到10元,2.0
迷茫了，大盘今天这样表现，后面,2.0
几乎最低价收市，北向进来果然不,1.0
别慌，今天借势洗盘，明天阳包阴,1.0
聊聊趋势逻辑下的盈利模式,1.0
有缺必补，不服不行。,1.0
我承认，我贪心了，今天上午给了,2.0
洗盘还是新的下跌开始了？周三，股市观瞻,2.0
哈哈哈，庄家被盯上了，竟然改变计划，不讲武德啊,2.0
重回13随大盘调整,2.0
跌1点几，不错了,1.0
倒车接人了，你敢上吗？,1.0
15.57元清仓了……[大笑],1.0
早说了反弹就是跑的时候,2.0
枉費走了一早的3.5%,2.0
等你磨，把你内裤都磨掉，使终改不了,2.0
早上卖飞拍大腿，下午摸一摸拍疼的大腿,2.0
明天14.5，再也回不到15元，哈哈。周期周期周期,2.0
不割完韭菜能涨吗？珍惜手中筹码,1.0
玩了，芭比Q了,2.0
快去请如来佛祖……,2.0
千日砍柴一日烧,2.0
早上和昨天，又被套了一批,2.0
炒股赚钱买媳妇儿！,1.0
5000股跌停吧反正和我没关系了,2.0
有鲜有嫩的新韭菜[捂脸][捂脸][,2.0
今天又找到好理由了，怪大盘,2.0
从早上流入1个多亿，到收盘流出2千万,2.0
啥子鬼哦,2.0
再次警告请不要骗小散手里的筹码,2.0
明天涨停！,1.0
每次都是涨一点就遇上大盘跌.。,2.0
有利空？！或利好！,1.0
幸亏上午跑得快,1.0
国金证券给予中远海控买入评级 Q1业绩符合预期 控股股,2.0
长剑射天,1.0
不用猜，是内资在抛,2.0
Q1业绩符合预期，控股股东完成增持,1.0
早上解套了没走,2.0
海狗也太渣了，又绿了,2.0
上午15.38进来哭晕在,2.0
大盘逆子给我涨[哭],1.0
刺天长针[卖出],2.0
A股跳水冠军,2.0
上周：这都能绿，这周,2.0
又他娘被套,2.0
请不要骗小散们手里的,2.0
狗庄你看看中远海能,2.0
反弹无力，继续杀跌,2.0
别啊兄弟加仓了我别搞我啊,1.0
对海控的信心彻底垮了,2.0
笑死我了，我是打死没想到，海控能录,2.0
上午都解套了，犹豫了一下又被套了，唉~,2.0
别在那假顶！下来吧你！高层一昧靠好业绩高,2.0
主力一直在撤退，估计60万散户了，周期是无,2.0
超大单都跑完了，马上,2.0
周三补跌4%,2.0
哎，还得绿，万绿龟名不虚传[赞],2.0
危险了,2.0
那个11块建仓的不用理会,2.0
每次要涨，都被大盘压下来，无语,2.0
基本不用担心，看看外面跌成啥样了都,2.0
跌破15我就满仓，我就是看好他,1.0
早上高点没有走，下午跳水跑，又亏一笔,2.0
先在股东增持前拉20厘,1.0
完了，又开始了,2.0
尾市会涨上来的,1.0
不要脸的公司呀！,2.0
早说了反弹就是你跑的,2.0
看你能顶多久？下来吧你[捂脸][捂脸],2.0
我觉得很好了，在板块,1.0
这么抗跌吗？,1.0
跌3个点收哈哈,1.0
仙人指路。明天再涨,1.0
下午小绿，几分钱,2.0
北向一跑剩下的就等死,2.0
看样子又要绿啦,2.0
被我买崩了吗,2.0
今天要绿,2.0
跳水冠军,2.0
大盘赶紧把缺口补了，别影响俺们海狗发挥[,1.0
15.38进来又埋,2.0
买入[加油][鼓掌][大笑][滴汗],1.0
真的北向资金砸盘了，,2.0
刚想说大盘不发神经，海控今天应该能收15.5,1.0
垃圾,2.0
真的挺搞笑的，行情好你不一起涨，指数要调整了你就来,2.0
集中营里的这届散户喜欢追高，而且怨气很重。没加杠杆,2.0
垃圾赶紧退市,2.0
真是倒霉，每次有个利好的时候，,2.0
什么鬼,2.0
大A被恒指整个带崩了，恒指被纳斯达克期指吓，期指晚,2.0
走了，拜拜[握手]。大叔不认为海,2.0
下午翻绿可能也有,2.0
15.38又进来了,1.0
下午收盘还是绿,2.0
快进快进快进庄稼吸筹,1.0
上海复甦海控马上胸起,1.0
开始跳水了,2.0
记吃不记打啊！,2.0
海运 “茅”又回来了！,1.0
紧跟大盘,2.0
握草！今日抢筹中远海控！牛逼克,1.0
承接太强了，现在买入，后面还有高点,1.0
海能涨停，轮船也快了，海控你还,1.0
你个弱鸡,2.0
比较垃圾，在航运里,2.0
今天量还是不够大，高位洗盘再上攻16？,1.0
15.53这个压力位突然破不了啊！,2.0
来次照顾,1.0
15.65出了点,1.0
一买就跌，是被监控了么？,2.0
海控赚这么多钱能分点红利不？毕竟上市来赚钱年份不多,2.0
反弹就是你跑的机会,2.0
垃圾，看看海能,2.0
已走出底部形态并进入反弹通道，,1.0
早说看好海运买海能，韭菜们就是,2.0
物价为啥高，因为中间商都被这个海控挣了,2.0
好垮[滴汗][滴汗][滴汗],2.0
回来干，看好,1.0
今天还没有见到万手哥[大笑][大,2.0
卖单根本不多，为啥涨不上去？不,1.0
又开始渣了，渣男就是渣男，提起,2.0
拉了,2.0
15.55进了，希望能吃点肉肉[大笑],1.0
高潮这就完了吗？我去,2.0
没办法，遇到大市跌。。,2.0
快跑快跑快跑下午大跳水,2.0
涨不停,1.0
竟然回本了，几个月没白等，不像,1.0
中远海控看涨,1.0
守得云开见月明[得意][牛][赞][,1.0
还有说要补缺口的吗，以后缺口可多了[捂脸],2.0
咋这么猛,1.0
推上15.88就有希望，否则无望。,1.0
千万不要错过2022年的大牛股-中远海控！,1.0
现在上车机会多多，不到30不卖，30市盈率才不到6,1.0
15.8是高抛机会,1.0
15.6减仓800手,2.0
不要再玩阴功了！都谁都不利！,2.0
闭着眼睛捡钱,1.0
估计能涨到多少？18还是20,1.0
只要不涨停，就会涨不停。。。,1.0
加油啊，海狗子,1.0
1.2万手有本事别撤啊，哈哈哈哈,1.0
又走早了[哭],1.0
差不多要收网了丁字裤都要跑路了,2.0
拉一次涨停证明你不是狗,1.0
今天马上跳水,2.0
我卖了，你才来涨,1.0
海控：昨天给散户发的套还不够，,1.0
坚持作强作大作优国有企业投资价值，资本运作优化国企,2.0
央企强化上市公司管理提升上市公司市值和价值创造. 资,1.0
看看以星，你这个垃圾！还亏了二,2.0
海控去年净利翻8倍反市值爆跌，国有资本保值增值能力,1.0
[旺柴]摸个5日线缺口，再收红，,1.0
今天完犊子了,2.0
今天感觉都不好，要完了,2.0
海控今天涨一角就回本了，十点前全部清仓。格局就这么,1.0
挣钱的机又来了，你的加油啊，海狗,1.0
扬帆起航！海运昌盛！目标30！,1.0
5.24号昨日的走势就是技术性调整，缩量加北上资金高抛,1.0
中远海控周期隐忧股价腰斩75家基金退出   控股股东增,2.0
中远海控05月23日获沪股通增持2833.73万股,1.0
看看其它航运公司都在一轮一轮地创新高！垃圾管理层都,2.0
涨一点牛鬼蛇神就出来吹，呵呵，跌时这么都不见这些什,2.0
33大招加码稳增长，重要信号落地，A股正迎来前所未有,1.0
就是涨了，还有50%的上涨空间！,1.0
《5月24日》外资持有601919持续创历史新高,1.0
北向两天增持5100万股，感觉这事,1.0
中远海控(01919)：中远海运集团财务获增资135亿元2022,1.0
波罗的海干散货运价指数触及逾五个月高位财联社5月23,1.0
坐稳扶好，船要开了,1.0
港烂继续加仓，也就是说割韭菜高,2.0
中远海控；同学们，我回来了！今早开盘买进的150手。,1.0
尾盘卖了[哈欠][哈欠],2.0
赚了钱不分红，肥了谁又坑了谁呢,2.0
我14.2本，今天清仓了太难受了,2.0
@中远海控，发现吧里的散户股东真是比较难伺候。,2.0
明天涨停板来了,1.0
看看他还嘚瑟不，还在隐藏利润不,2.0
浪费可耻啊，建议万总考虑  手里的现金流抄底  中国联,2.0
明天开始又要跌了,2.0
这股有个特点：逢缺口必补。今天的缺口估计接下来几天,1.0
正义迟早要来的！,1.0
明天上板，让前些天做空客们踏空去,1.0
30月，又到了诱多区域了，小板凳放好，鱼竿支起来,1.0
10倍票，不是你自己的贪婪，谁会在下跌途中买。海面上,2.0
@中远海控。按照北狗的习性，拱过的鸡窝最后都是留下,2.0
601919，北向资金今日净买入第一名,1.0
中远海控高增持30亿！10倍航运牛股高位腰斩 BDI周线六,1.0
这票好危险啊！欠那么多钱应付款，一不小心钱又没有了,2.0
成交额：27.85亿，今日北上资金大幅净买入中远海控4.2,1.0
这个股票，未来150元，真的！,1.0
中远海控W底已成型了，第一波上升到2O元左右，第二波2,1.0
北上大买，明天高开，直接跑路[大笑],1.0
北向资金进来啦！大家赶紧出吧！,2.0
现在价位做T有点难，估计主力还会拉高一点点，看十五,2.0
可以啊！看来要涨了，大家快来拉一拉[呲牙],1.0
第一目标价格17块第二目标价19块,1.0
涨,1.0
首先恭喜在船上的股友，中远终于,1.0
5.23海控离保本出已经不远了。,1.0
又割一波.....,2.0
图一海控周线图，绿圈位置macd还没金叉。还没达到我心,2.0
尾盘买了12000股，明天吃肉,1.0
整出两个缺口来干嘛啊。。。到底要不要补。。。。我害,2.0
反弹而已，可以跑了,1.0
明天冲高不管多少就要先减仓。。,2.0
无语，准备尾盘卖的，收盘的时候,2.0
海控就先做做t再说,1.0
这么好消息不拉了么  横盘干什么,1.0
海运业绩继续强势增长，中期估值值得拥有收盘后中远海,1.0
看16,1.0
14:30开始上攻。。,1.0
量能不足，明日不乐观,2.0
兄弟们我的问题一买就跌，山顶的,2.0
"海控净利翻8倍市市值40%,无作为收高薪不宜再发激励低",1.0
回本的都出了吧，这垃圾股不行,2.0
中远海控的春天来了吗？,1.0
15.1出的，挂14.8没买回来，血亏,2.0
"海控股价严重被打压扭曲上年净利翻8倍今年续作好,购东",1.0
"海控净利翻8倍,并购东方海外增值近3倍, 反海控市值股",1.0
今天轮到尾盘拉海控A股！,1.0
主力资金连续两天流入，冲上15.5,1.0
双顶，看能不能突破，突破看到22,1.0
能看出来，韭菜们没有多少股票了，慢慢可以拉升了！18,1.0
买在山顶，割在山底，正宗韭菜,2.0
买在15.2[哭][哭][哭]想剁手,2.0
虽然我今天上午被洗出去了两个点跑了，但今天下午一开,2.0
上午把我洗出去了,2.0
错过了,1.0
爽，再冲一把，我卖一点点给你吃,1.0
能稳住，慢慢来就行,1.0
快跑啊！够高啦！哈哈,2.0
抛盘太大，涨不上去了！,2.0
中远大股东正在加仓,1.0
真的建议大家不要进来，庄家是很,2.0
海运周期历史大顶，大家都在卖，,2.0
现在不上车后悔,1.0
中远海控价值严重被低估。,1.0
40万手压单，出货之心坚决,2.0
今天至少15.50本周可能创新高！,1.0
坚定持有海控，日后必有厚报！二季度业绩可期！,1.0
唱空的都被我拉黑了，嘿嘿,1.0
金叉来了，大师们说能涨多少？,1.0
"海控并购东方海外价翻近3倍, 海控净利翻8倍市值反爆跌",2.0
你怎么弄的呀／一个天一个地,2.0
开盘竖起了大旗，为什么不前进呢？,2.0
果然散户太多了啊，15都还没站稳，人气排名已经100以,2.0
站上年线15.32就谢天谢地了。,1.0
闹不好1456收，绿一分，这样恶心,2.0
按之前套路，套一波，继续下降趋势,2.0
坚决满仓中远海控，与大股东共进,1.0
赶紧抄底，一点半是今天高点,1.0
同类股外围市场今天都拉涨停了，你是多没信心呀？,2.0
唉，手脚多[滴汗][滴汗][滴汗],2.0
快跑吧，听跑船的朋友说，现在空集装箱堆满码头，油价,2.0
现在整个市场确实很强，每一次杀跌都有承接，这也是强,1.0
